gene_id;gene_name;seqname;type;weighted_fpkm
gene7132;CG13218;NT_033778.4;gene;0.655980023529668
gene7133;CG13228;NT_033778.4;gene;0.304099170761913
gene7134;CG13227;NT_033778.4;gene;0.283729822236089
gene7135;CG34223;NT_033778.4;gene;0
gene7136;CG13217;NT_033778.4;gene;0.0232486541547388
gene7137;CG34224;NT_033778.4;gene;0.0373960941759765
gene7138;CG13216;NT_033778.4;gene;0.0684829632111281
gene7139;CG13215;NT_033778.4;gene;3.16026993679575
gene7140;Listericin;NT_033778.4;gene;62.2859990732723
gene7141;CG13226;NT_033778.4;gene;0.230385288351578
gene7142;CG34225;NT_033778.4;gene;0.0197486401466802
gene7143;CR30029;NT_033778.4;pseudogene;0.0871893580684199
gene7144;CG34227;NT_033778.4;gene;37.0974569419747
gene7145;CG43112;NT_033778.4;gene;74.3774651158749
gene7146;Or47a;NT_033778.4;gene;0.780946772659391
gene7147;Cpr47Ea;NT_033778.4;gene;8.44559794992928
gene7148;Cpr47Eb;NT_033778.4;gene;0.142791052027386
gene7149;CG13223;NT_033778.4;gene;0.261585078366797
gene7150;Cpr47Ec;NT_033778.4;gene;0.0405016870103695
gene7151;Cpr47Ed;NT_033778.4;gene;0.0271966183413178
gene7152;Cpr47Ee;NT_033778.4;gene;5.76791834312979
gene7153;Cpr47Ef;NT_033778.4;gene;5.85625714780442
gene7154;TpnC47D;NT_033778.4;gene;28.5872179682165
gene7155;Cpr47Eg;NT_033778.4;gene;0.305102231253714
gene7156;CG9067;NT_033778.4;gene;25.0997022683886
gene7157;Vhl;NT_033778.4;gene;11.9155948241085
gene7158;CG9062;NT_033778.4;gene;15.4307709369354
gene7159;CG13220;NT_033778.4;gene;81.5631148501156
gene7160;Fbl6;NT_033778.4;gene;14.610760840916
gene7161;CG18335;NT_033778.4;gene;7.9527014230075
gene7162;dare;NT_033778.4;gene;14.5385925896801
gene7163;CG30033;NT_033778.4;gene;9.88748842329212
gene7164;CG18336;NT_033778.4;gene;20.5999557560924
gene7165;CG42336;NT_033778.4;gene;71.1734956778522
gene7166;CG7741;NT_033778.4;gene;12.3667608354625
gene7167;Obp47b;NT_033778.4;gene;0.0140887122977331
gene7168;Fpps;NT_033778.4;gene;24.9191794921286
gene7169;CG7745;NT_033778.4;gene;10.5125075441606
gene7170;nompA;NT_033778.4;gene;0.509653157451176
gene7171;CG43114;NT_033778.4;gene;177.673183261387
gene7172;Or47b;NT_033778.4;gene;0.602596674394441
gene7173;sha;NT_033778.4;gene;0.0300352032951006
gene7174;lambdaTry;NT_033778.4;gene;18.5511116182229
gene7175;kappaTry;NT_033778.4;gene;20.0861618429784
gene7176;zetaTry;NT_033778.4;gene;12.8579727913053
gene7177;etaTry;NT_033778.4;gene;6.13192861765421
gene7178;thetaTry;NT_033778.4;gene;32.1875735315918
gene7179;alphaTry;NT_033778.4;gene;883.476804983568
gene7180;epsilonTry;NT_033778.4;gene;127.736910383166
gene7181;betaTry;NT_033778.4;gene;933.968633984351
gene7182;gammaTry;NT_033778.4;gene;0.26237276153611
gene7183;CG30031;NT_033778.4;gene;0.113190502928783
gene7184;CG30025;NT_033778.4;gene;0.0938546898465198
gene7185;deltaTry;NT_033778.4;gene;0.257076635281013
gene7186;CG13202;NT_033778.4;gene;4.2567794159838
gene7187;iotaTry;NT_033778.4;gene;8.96159495816339
gene7188;tRNA:SeC-TCA-1-1;NT_033778.4;gene;35.9693480547296
gene7189;CG12384;NT_033778.4;gene;85.5460826385581
gene7190;ix;NT_033778.4;gene;20.0101063605819
gene7191;san;NT_033778.4;gene;48.3708473762416
gene7192;Gr47b;NT_033778.4;gene;0.205826276171169
gene7193;CG13204;NT_033778.4;gene;6.14715696275927
gene7194;Tapdelta;NT_033778.4;gene;105.572135319336
gene7195;CG13203;NT_033778.4;gene;0.787246830380736
gene7196;Tsp47F;NT_033778.4;gene;3.2935658200655
gene7197;Sod3;NT_033778.4;gene;171.311832517407
gene7198;sprt;NT_033778.4;gene;5.58207802186684
gene7199;CG30022;NT_033778.4;gene;18.8999409277893
gene7200;tRNA:Thr-TGT-2-1;NT_033778.4;gene;0
gene7201;tRNA:Thr-TGT-2-2;NT_033778.4;gene;0
gene7202;tRNA:Thr-TGT-2-3;NT_033778.4;gene;0
gene7203;tRNA:Thr-TGT-2-4;NT_033778.4;gene;0
gene7204;Smyd4-3;NT_033778.4;gene;2.68198497060009
gene7205;CG30026;NT_033778.4;gene;18.5541977277624
gene7206;CG34054;NT_033778.4;gene;7.59071350881884
gene7207;Drip;NT_033778.4;gene;24.5434963643817
gene7208;CG7763;NT_033778.4;gene;0.814294459031304
gene7209;CR43771;NT_033778.4;gene;0.0608168039522598
gene7210;Prip;NT_033778.4;gene;74.6850913835642
gene7211;qvr;NT_033778.4;gene;70.4740772651068
gene7212;E(Pc);NT_033778.4;gene;15.0221013169305
gene7213;inv;NT_033778.4;gene;0.983328564960038
gene7214;en;NT_033778.4;gene;0.635268260250871
gene7215;tou;NT_033778.4;gene;12.8972800111263
gene7216;snoRNA:Psi28S-1936;NT_033778.4;gene;0
gene7217;snoRNA:Psi28S-1180;NT_033778.4;gene;98.9932908222995
gene7218;CR43907;NT_033778.4;gene;0.535758426271225
gene7219;Egm;NT_033778.4;gene;15.8863438135514
gene7220;CG9005;NT_033778.4;gene;28.4696444976215
gene7221;CG9003;NT_033778.4;gene;24.9930712250952
gene7222;CG34228;NT_033778.4;gene;52.7539585275987
gene7223;tRNA:Arg-TCT-1-1;NT_033778.4;gene;0
gene7224;tRNA:Met-CAT-1-1;NT_033778.4;gene;0
gene7225;Roc2;NT_033778.4;gene;31.3417197690328
gene7226;CG13198;NT_033778.4;gene;0.441837570367998
gene7227;tRNA:Met-CAT-1-2;NT_033778.4;gene;0
gene7228;Tret1-1;NT_033778.4;gene;116.226394447401
gene7229;Tret1-2;NT_033778.4;gene;2.20226194644637
gene7230;Buffy;NT_033778.4;gene;11.6563439575412
gene7231;CG13196;NT_033778.4;gene;0.582953763791568
gene7232;wal;NT_033778.4;gene;131.178239448548
gene7233;CG13197;NT_033778.4;gene;20.9418367211477
gene7234;Ir48a;NT_033778.4;pseudogene;0.0531564431187866
gene7235;Ir48b;NT_033778.4;gene;0.0505802942716127
gene7236;CR45377;NT_033778.4;gene;0.0165922697159711
gene7237;pyr;NT_033778.4;gene;3.91608138738965
gene7238;ths;NT_033778.4;gene;5.68743146171395
gene7239;CG13193;NT_033778.4;gene;0.0580537070487108
gene7240;CG42493;NT_033778.4;gene;4.81439176918306
gene7241;Ir48c;NT_033778.4;gene;0.394819699818968
gene7242;CG13192;NT_033778.4;gene;17.3364492155609
gene7243;Sobp;NT_033778.4;gene;3.33125747341858
gene7244;CG34229;NT_033778.4;gene;19.6695047614987
gene7245;S2P;NT_033778.4;gene;23.3278706632039
gene7246;CR44304;NT_033778.4;gene;0.705365319485527
gene7247;CG43190;NT_033778.4;gene;0.954826940322658
gene7248;Sln;NT_033778.4;gene;6.63973672852084
gene7249;Mtor;NT_033778.4;gene;18.3123213560183
gene7250;CG34230;NT_033778.4;gene;3.62466429587136
gene7251;Twdlbeta;NT_033778.4;gene;0.312689686403117
gene7252;Damm;NT_033778.4;gene;10.6366010469831
gene7253;CG42531;NT_033778.4;gene;1.03448066618062
gene7254;CR42532;NT_033778.4;pseudogene;0.0469049251601525
gene7255;CG13185;NT_033778.4;gene;4.12494045065878
gene7256;cuff;NT_033778.4;gene;2.18212449127674
gene7257;ERp60;NT_033778.4;gene;146.9975170493
gene7258;eEF1alpha1;NT_033778.4;gene;2378.45455232795
gene7259;snoRNA:Me28S-A1322;NT_033778.4;gene;0
gene7260;MCPH1;NT_033778.4;gene;20.8097412978702
gene7261;Zip48C;NT_033778.4;gene;15.574749378795
gene7262;reb;NT_033778.4;gene;0.860641690035222
gene7263;CR44305;NT_033778.4;gene;0.484877302364804
gene7264;CR44312;NT_033778.4;gene;0.00674027391060761
gene7265;exp;NT_033778.4;gene;1.17524323204517
gene7266;PI31;NT_033778.4;gene;65.1879847658383
gene7267;ADD1;NT_033778.4;gene;17.2384520223393
gene7268;CG30036;NT_033778.4;gene;0.221480354420678
gene7269;CG30037;NT_033778.4;gene;0.610437924286037
gene7270;GalT1;NT_033778.4;gene;16.7296122306809
gene7271;RnrS;NT_033778.4;gene;75.3860712607137
gene7272;CG34231;NT_033778.4;gene;3.13410835392906
gene7273;rho-7;NT_033778.4;gene;28.3619402304234
gene7274;CG8298;NT_033778.4;gene;15.4009390717625
gene7275;CR45319;NT_033778.4;gene;0.0172173985646798
gene7276;CR45318;NT_033778.4;gene;0.0308176984757379
gene7277;otk;NT_033778.4;gene;0.935614584099172
gene7278;CR44306;NT_033778.4;gene;0.169613545125463
gene7279;otk2;NT_033778.4;gene;2.02698399489091
gene7280;Mppe;NT_033778.4;gene;31.4210135774608
gene7281;pds5;NT_033778.4;gene;18.1058586773493
gene7282;CG8321;NT_033778.4;gene;44.4066526801027
gene7283;CG43191;NT_033778.4;gene;4.94383113181911
gene7284;128up;NT_033778.4;gene;38.6826376473604
gene7285;RpIII128;NT_033778.4;gene;5.78941096301404
gene7286;Drep1;NT_033778.4;gene;18.9209115185153
gene7287;CG30039;NT_033778.4;gene;33.6605182598874
gene7288;CG44314;NT_033778.4;gene;1.96144629831124
gene7289;Drep3;NT_033778.4;gene;11.2406574472482
gene7290;CG8888;NT_033778.4;gene;6.58609962262404
gene7291;CG13186;NT_033778.4;gene;5.05866806472138
gene7292;jeb;NT_033778.4;gene;7.67340765644542
gene7293;CG18343;NT_033778.4;gene;59.5289100054554
gene7294;SkpB;NT_033778.4;gene;19.9674315895728
gene7295;Smyd4-4;NT_033778.4;gene;19.2963939324495
gene7296;OSCP1;NT_033778.4;gene;1.97203523873365
gene7297;Hen1;NT_033778.4;gene;8.75592297795761
gene7298;CG8878;NT_033778.4;gene;16.6299910068654
gene7299;CG8407;NT_033778.4;gene;6.39597372352398
gene7300;Prp8;NT_033778.4;gene;23.2582838882315
gene7301;mir-988;NT_033778.4;gene;NA
gene7302;scaRNA:PsiU2-55;NT_033778.4;gene;21.7778318884897
gene7303;CG13177;NT_033778.4;gene;11.1351208894239
gene7304;CG34232;NT_033778.4;gene;13.3100473481431
gene7305;Oda;NT_033778.4;gene;585.561372352495
gene7306;SmD3;NT_033778.4;gene;48.0416997897245
gene7307;CR46194;NT_033778.4;gene;15.511411002243
gene7308;mir-281-2;NT_033778.4;gene;0
gene7309;mir-281-1;NT_033778.4;gene;0
gene7310;CCT5;NT_033778.4;gene;83.3159583080175
gene7311;EndoG;NT_033778.4;gene;10.6203103968607
gene7312;CR45264;NT_033778.4;gene;1.4234851050635
gene7313;CG8860;NT_033778.4;gene;112.167774558366
gene7314;wash;NT_033778.4;gene;16.9722006811728
gene7315;CG33964;NT_033778.4;gene;7.98375403135509
gene7316;CG13175;NT_033778.4;gene;NA
gene7317;SmF;NT_033778.4;gene;73.8254835165203
gene7318;Cyp6g1;NT_033778.4;gene;552.681687644754
gene7319;Cyp6g2;NT_033778.4;gene;6.69572662501721
gene7320;Cyp6t3;NT_033778.4;gene;3.609443804926
gene7321;CG8858;NT_033778.4;gene;10.8018969896562
gene7322;RpS11;NT_033778.4;gene;1170.0042070135
gene7323;snoRNA:Me28S-C3420b;NT_033778.4;gene;0
gene7324;snoRNA:Me28S-C3420a;NT_033778.4;gene;0
gene7325;CR45276;NT_033778.4;gene;0.0116301427971963
gene7326;Sr-CII;NT_033778.4;gene;0.231310474222566
gene7327;CG13171;NT_033778.4;gene;2.60173440734489
gene7328;CG8854;NT_033778.4;gene;2.26538602448076
gene7329;CR44313;NT_033778.4;gene;0.0403018833459469
gene7330;CG13170;NT_033778.4;gene;0.104024337589637
gene7331;CG43315;NT_033778.4;gene;0.151229883274771
gene7332;CG43316;NT_033778.4;gene;0.00417234931903254
gene7333;CG43244;NT_033778.4;gene;0.121242057586704
gene7334;CR44315;NT_033778.4;gene;0.457682472835455
gene7335;CG13168;NT_033778.4;gene;7.24432815086214
gene7336;Vha36-2;NT_033778.4;gene;3.8095667822411
gene7337;Cam;NT_033778.4;gene;421.361682097755
gene7338;CR43900;NT_033778.4;gene;2.75307812997315
gene7339;CG42700;NT_033778.4;gene;8.2552834234303
gene7340;CR45271;NT_033778.4;gene;0.293733224234531
gene7341;CG8850;NT_033778.4;gene;0.168504475256352
gene7342;CG13164;NT_033778.4;gene;25.0572270116451
gene7343;CG17739;NT_033778.4;gene;25.089611915971
gene7344;CG30203;NT_033778.4;gene;1.46203117526952
gene7345;CG30046;NT_033778.4;gene;3.98100574526716
gene7346;CR44316;NT_033778.4;gene;1.10835882138528
gene7347;mIF3;NT_033778.4;gene;10.8671941082493
gene7348;CG8841;NT_033778.4;gene;12.3560627190281
gene7349;garz;NT_033778.4;gene;15.5909127151805
gene7350;tRNA:His-GTG-1-1;NT_033778.4;gene;0
gene7351;tRNA:His-GTG-1-2;NT_033778.4;gene;0
gene7352;tRNA:His-GTG-1-3;NT_033778.4;gene;0
gene7353;CG8490;NT_033778.4;gene;19.8676775097232
gene7354;tRNA:His-GTG-1-4;NT_033778.4;gene;0
gene7355;tRNA:His-GTG-2-1Psi;NT_033778.4;pseudogene;0
gene7356;CG34021;NT_033778.4;gene;4.2119612980116
gene7357;Den1;NT_033778.4;gene;27.0073820823342
gene7358;CG8839;NT_033778.4;gene;39.3882077391497
gene7359;ana3;NT_033778.4;gene;7.63146989251642
gene7360;CG30047;NT_033778.4;gene;2.43422481909686
gene7361;CG30049;NT_033778.4;gene;0.755070750760185
gene7362;CG30043;NT_033778.4;gene;1.52134962241246
gene7363;CR33013;NT_033778.4;pseudogene;0.182767035802094
gene7364;CG33012;NT_033778.4;gene;0.6276032480944
gene7365;CG13160;NT_033778.4;gene;0.382912044218246
gene7366;CG13159;NT_033778.4;gene;0.0146281594845966
gene7367;Cpr49Aa;NT_033778.4;gene;0.722268215606992
gene7368;Cpr49Ab;NT_033778.4;gene;32.1459652265538
gene7369;CG13155;NT_033778.4;gene;8.24989996793429
gene7370;CG8501;NT_033778.4;gene;2.58634395714856
gene7371;Cpr49Ac;NT_033778.4;gene;0.664152613304592
gene7372;Cpr49Ad;NT_033778.4;gene;0.00799227676190448
gene7373;Or49a;NT_033778.4;gene;0.0221292246869697
gene7374;CG30048;NT_033778.4;gene;0.521588338545409
gene7375;Cpr49Ae;NT_033778.4;gene;117.9529833921
gene7376;Cpr49Af;NT_033778.4;gene;0.580446705619859
gene7377;Cpr49Ag;NT_033778.4;gene;4.77487373033819
gene7378;CG30050;NT_033778.4;gene;1.52605699624203
gene7379;CG33626;NT_033778.4;gene;0.039669496862292
gene7380;CG33627;NT_033778.4;gene;0.00684650660596793
gene7381;Cpr49Ah;NT_033778.4;gene;4.9787100871024
gene7382;CG13157;NT_033778.4;gene;0.0387586800965653
gene7383;CG42782;NT_033778.4;gene;1251.39712970029
gene7384;CR46027;NT_033778.4;pseudogene;0.410679636541653
gene7385;CG8834;NT_033778.4;gene;22.8289034790912
gene7386;CG8520;NT_033778.4;gene;46.4844918836428
gene7387;CG8525;NT_033778.4;gene;14.9169890925499
gene7388;CG13154;NT_033778.4;gene;0.126297387139198
gene7389;Nup54;NT_033778.4;gene;21.1917402516173
gene7390;CG43204;NT_033778.4;gene;0.179641755012405
gene7391;DUBAI;NT_033778.4;gene;18.0556033986806
gene7392;Tmem18;NT_033778.4;gene;24.6251089332978
gene7393;Dyb;NT_033778.4;gene;24.7949456061453
gene7394;CG30334;NT_033778.4;gene;8.98533526063052
gene7395;Lac;NT_033778.4;gene;29.5167700751335
gene7396;dgt5;NT_033778.4;gene;7.15442425084112
gene7397;CG8545;NT_033778.4;gene;27.9972748827883
gene7398;CG8550;NT_033778.4;gene;2.56837823787377
gene7399;Dh44-R2;NT_033778.4;gene;11.2433391190697
gene7400;CG34234;NT_033778.4;gene;2.20120246744371
gene7401;fdl;NT_033778.4;gene;17.0047414562414
gene7402;s-cup;NT_033778.4;gene;2.62865390815915
gene7403;vis;NT_033778.4;gene;1.43063763149446
gene7404;achi;NT_033778.4;gene;4.28658741621602
gene7405;CG13151;NT_033778.4;gene;4.24697201189754
gene7406;CG8818;NT_033778.4;gene;40.0965065603378
gene7407;CG8569;NT_033778.4;gene;8.75273286646071
gene7408;CG33632;NT_033778.4;gene;0.0835322458790234
gene7409;fra;NT_033778.4;gene;6.06756652277149
gene7410;CG33752;NT_033778.4;gene;0.121525161074278
gene7411;CG30056;NT_033778.4;gene;12.5020285653855
gene7412;CG33775;NT_033778.4;gene;0.102957052018793
gene7413;Cyp301a1;NT_033778.4;gene;1.92497604639753
gene7414;Ak6;NT_033778.4;gene;17.0314528264376
gene7415;stil;NT_033778.4;gene;9.90693849684212
gene7416;ClC-b;NT_033778.4;gene;26.2749211009625
gene7417;Sin3A;NT_033778.4;gene;32.2717812176308
gene7418;CR30055;NT_033778.4;gene;37.2958440254057
gene7419;CR45279;NT_033778.4;gene;1.91471421842082
gene7420;Amph;NT_033778.4;gene;74.4282010523401
gene7421;CR43909;NT_033778.4;gene;1.81074672089716
gene7422;Galphaq;NT_033778.4;gene;86.7086401663756
gene7423;CG45086;NT_033778.4;gene;11.1893580230873
gene7424;CG30054;NT_033778.4;gene;8.74658620637843
gene7425;CG17760;NT_033778.4;gene;1.82427798642736
gene7426;muskelin;NT_033778.4;gene;42.9990461778903
gene7427;CG33792;NT_033778.4;gene;0.216321643824042
gene7428;spt4;NT_033778.4;gene;50.6605993173639
gene7430;CG33671;NT_033778.4;gene;8.83075431088867
gene7429;CG33672;NT_033778.4;gene;19.9010654153945
gene7431;Iswi;NT_033778.4;gene;23.598561379607
gene7432;CG8785;NT_033778.4;gene;10.1759296094949
gene7433;CG8778;NT_033778.4;gene;32.6624088058798
gene7434;ZnT49B;NT_033778.4;gene;29.8231518682992
gene7435;CG8646;NT_033778.4;gene;1.62548310198702
gene7436;nemy;NT_033778.4;gene;26.3988881712745
gene7437;GLS;NT_033778.4;gene;37.0460921004406
gene7438;CG8771;NT_033778.4;gene;9.59019861020254
gene7439;CG13148;NT_033778.4;gene;4.89549743076156
gene7440;CG30053;NT_033778.4;gene;1.63194094166115
gene7441;Obp49a;NT_033778.4;gene;35.4520816903395
gene7442;CG8768;NT_033778.4;gene;28.8710693079181
gene7443;wuc;NT_033778.4;gene;1.00760221305043
gene7444;CG42663;NT_033778.4;gene;5.18502452824244
gene7445;Mos;NT_033778.4;gene;21.1587835592096
gene7446;Taz;NT_033778.4;gene;32.7590238418438
gene7447;mRpL18;NT_033778.4;gene;36.7177211741458
gene7448;ox;NT_033778.4;gene;576.523219952264
gene7449;Dgkepsilon;NT_033778.4;gene;23.2806099514427
gene7450;Nacalpha;NT_033778.4;gene;309.767826303487
gene7451;CG12374;NT_033778.4;gene;652.891592717608
gene7452;CR45266;NT_033778.4;gene;0.00990011820408634
gene7453;sca;NT_033778.4;gene;3.6179789742493
gene7454;CR45137;NT_033778.4;gene;0.0932473669250704
gene7455;CG17580;NT_033778.4;gene;1.03573814927858
gene7456;CR44453;NT_033778.4;gene;0.086341706779407
gene7457;Cyp9h1;NT_033778.4;gene;6.27146063361828
gene7458;Or49b;NT_033778.4;gene;0.197729659737179
gene7459;CG17575;NT_033778.4;gene;12.5585968180948
gene7460;antr;NT_033778.4;gene;4.83593915147536
gene7461;CG30486;NT_033778.4;gene;1.14480239295603
gene7462;CR45468;NT_033778.4;gene;0.169373127446354
gene7463;CG17574;NT_033778.4;gene;43.0347387072816
gene7464;CR45140;NT_033778.4;gene;0.767191001230865
gene7465;bic;NT_033778.4;gene;261.911624707593
gene7466;CR43469;NT_033778.4;gene;0.276135060484109
gene7467;CG3790;NT_033778.4;gene;10.58971504443
gene7469;Lfg;NT_033778.4;gene;14.3210251996976
gene7468;CR43468;NT_033778.4;gene;2.40915183225253
gene7470;AspRS;NT_033778.4;gene;53.0995278349384
gene7471;Nmda1;NT_033778.4;gene;131.529239425213
gene7472;CR45141;NT_033778.4;gene;1.53203665675243
gene7473;vg;NT_033778.4;gene;2.19493555462633
gene7474;CR46237;NT_033778.4;gene;0.184894692947053
gene7475;CR46336;NT_033778.4;gene;0.00676790623198603
gene7476;CR46337;NT_033778.4;gene;0.00168199130925254
gene7477;CR44461;NT_033778.4;gene;0.0969303833752187
gene7478;NAT1;NT_033778.4;gene;91.9277753297233
gene7479;CG13319;NT_033778.4;gene;23.164538379721
gene7480;sug;NT_033778.4;gene;21.1026677242768
gene7481;CG17019;NT_033778.4;gene;15.8177827768456
gene7482;SCCRO3;NT_033778.4;gene;17.4633393366932
gene7483;Sans;NT_033778.4;gene;1.24042778819237
gene7484;CG30487;NT_033778.4;gene;12.4813076344402
gene7485;Mdr49;NT_033778.4;gene;15.8126052035533
gene7486;CG44251;NT_033778.4;gene;2.94158976579568
gene7487;CG44250;NT_033778.4;gene;21.9708262461927
gene7488;CG13321;NT_033778.4;gene;27.5802733397542
gene7489;Psc;NT_033778.4;gene;2.64569889606144
gene7490;CR44339;NT_033778.4;gene;0.107941727704028
gene7491;CG33798;NT_033778.4;gene;0.0311001444067184
gene7492;Su(z)2;NT_033778.4;gene;5.38624498576116
gene7493;CG13323;NT_033778.4;gene;105.949204714706
gene7494;CG13324;NT_033778.4;gene;9.37653124325915
gene7495;Drl-2;NT_033778.4;gene;3.47489692993448
gene7496;CG44341;NT_033778.4;gene;0.397112986559244
gene7497;CG13325;NT_033778.4;gene;6.55213430891024
gene7498;CG3955;NT_033778.4;gene;28.6913948873588
gene7499;CG13326;NT_033778.4;gene;2.38312245092993
gene7500;Cap-G;NT_033778.4;gene;13.1696412382116
gene7501;Ack-like;NT_033778.4;gene;14.4746205628013
gene7502;TppII;NT_033778.4;gene;33.8533399095243
gene7503;ND-MWFE;NT_033778.4;gene;508.627889264967
gene7504;Nrk;NT_033778.4;gene;2.66258800498799
gene7505;CG15870;NT_033778.4;gene;5.07403642473007
gene7506;GLaz;NT_033778.4;gene;25.0562938063504
gene7507;Spt-I;NT_033778.4;gene;32.2215069681716
gene7508;CR45142;NT_033778.4;gene;1.3844153469078
gene7509;AGBE;NT_033778.4;gene;71.6948123570197
gene7510;CG33137;NT_033778.4;gene;1.18124443014065
gene7511;CG17724;NT_033778.4;gene;20.1233219907677
gene7512;Kdm4B;NT_033778.4;gene;8.63810979261564
gene7513;seq;NT_033778.4;gene;3.29091092827999
gene7514;ValRS;NT_033778.4;gene;17.6470119506123
gene7516;Orc3;NT_033778.4;gene;12.5939072530626
gene7515;CG34315;NT_033778.4;gene;NA
gene7517;FLASH;NT_033778.4;gene;4.94296624631746
gene7518;CG34312;NT_033778.4;gene;2.01954648902074
gene7519;CG30058;NT_033778.4;gene;7.22769875723593
gene7520;CG34235;NT_033778.4;gene;1.91022428427438
gene7521;AQP;NT_033778.4;gene;19.3996752162484
gene7522;CG4627;NT_033778.4;gene;10.9240009664938
gene7523;CG4630;NT_033778.4;gene;5.7270124612764
gene7524;CG4646;NT_033778.4;gene;22.1232409994484
gene7525;CG17059;NT_033778.4;gene;88.9317796388826
gene7526;Fsn;NT_033778.4;gene;31.6863252345176
gene7527;Dp;NT_033778.4;gene;46.9320872322704
gene7528;CR43918;NT_033778.4;gene;0.517942908352507
gene7529;Pex13;NT_033778.4;gene;24.0664971233893
gene7530;fsd;NT_033778.4;gene;11.5921655029463
gene7531;CG4670;NT_033778.4;gene;33.3325389326954
gene7532;CG4676;NT_033778.4;gene;7.1192974721459
gene7533;CG4679;NT_033778.4;gene;19.278273738104
gene7534;GstE14;NT_033778.4;gene;8.51885798514696
gene7535;CR45278;NT_033778.4;gene;0.102659397028891
gene7536;Mp20;NT_033778.4;gene;212.814050785174
gene7537;CG4712;NT_033778.4;gene;4.36419221539213
gene7538;CG4714;NT_033778.4;gene;3.40007867505018
gene7539;CR44343;NT_033778.4;gene;0.342729374346455
gene7540;CG4716;NT_033778.4;gene;553.736570806454
gene7541;CG10799;NT_033778.4;gene;75.935515194664
gene7542;CG42319;NT_033778.4;gene;55.2269946047606
gene7543;Dh31-R;NT_033778.4;gene;8.7860930418252
gene7544;CG4734;NT_033778.4;gene;14.2870805257333
gene7545;CG17047;NT_033778.4;gene;0.230836489482085
gene7546;CR44206;NT_033778.4;gene;0.605229469853651
gene7547;mir-184;NT_033778.4;gene;0
gene7548;CG17048;NT_033778.4;gene;2.92903295826302
gene7549;CR45312;NT_033778.4;gene;0.785069561608869
gene7550;CG10814;NT_033778.4;gene;0.43526208546771
gene7551;CG43691;NT_033778.4;gene;0.757285558608612
gene7552;AttC;NT_033778.4;gene;37.4881299566532
gene7553;CG4744;NT_033778.4;gene;1.87609345364197
gene7554;IMPPP;NT_033778.4;gene;0.079275548822707
